"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 08 01:08:15 GMT 2024","Tue Oct 08 01:08:17 GMT 2024","1279","Assert if inventory listing is working correctly.","","","","","Assert if ""Add to cart"" button is working correctly.",""
"passed","Tue Oct 08 01:08:20 GMT 2024","Tue Oct 08 01:08:21 GMT 2024","838","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by price returns the correct list.",""
"passed","Tue Oct 08 01:08:30 GMT 2024","Tue Oct 08 01:08:32 GMT 2024","1243","Test navigation links on hamburger menu.","","","","","Assert menu links consistency.",""
"passed","Tue Oct 08 01:08:19 GMT 2024","Tue Oct 08 01:08:20 GMT 2024","841","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by name returns the correct list.",""
"passed","Tue Oct 08 01:08:25 GMT 2024","Tue Oct 08 01:08:28 GMT 2024","3542","Test application login scenarios","","","","","Login with invalid usernames to check error messages.",""
"passed","Tue Oct 08 01:08:11 GMT 2024","Tue Oct 08 01:08:12 GMT 2024","1769","Assert if the checkout feature is working as it should.","","","","","Assert if the user can complete the checkout process.",""
"passed","Tue Oct 08 01:08:18 GMT 2024","Tue Oct 08 01:08:19 GMT 2024","840","Assert if inventory listing is working correctly.","","","","","Assert if sorting items ascending in the list by name returns the correct list.",""
"passed","Tue Oct 08 01:08:09 GMT 2024","Tue Oct 08 01:08:10 GMT 2024","1705","Assert if the checkout feature is working as it should.","","","","","Checkout two items and verify total matches subtotal plus tax.",""
"passed","Tue Oct 08 01:08:24 GMT 2024","Tue Oct 08 01:08:25 GMT 2024","1055","Test application login scenarios","","","","","Login with a valid user and check if the products page is shown correctly.",""
"passed","Tue Oct 08 01:08:07 GMT 2024","Tue Oct 08 01:08:09 GMT 2024","1826","Assert if the checkout feature is working as it should.","","","","","Checkout two items and check if the total sum of the price matches.",""
"passed","Tue Oct 08 01:08:32 GMT 2024","Tue Oct 08 01:08:33 GMT 2024","1223","Test navigation links on hamburger menu.","","","","","Assert if the ""Logout"" menu option is logging out the user and redirecting to login form.",""
"passed","Tue Oct 08 01:08:21 GMT 2024","Tue Oct 08 01:08:22 GMT 2024","853","Assert if inventory listing is working correctly.","","","","","Assert if sorting items descending in the list by price returns the correct list.",""
"passed","Tue Oct 08 01:08:14 GMT 2024","Tue Oct 08 01:08:15 GMT 2024","1065","Assert if inventory listing is working correctly.","","","","","Assert if the user sees 6 items in the listing.",""
"passed","Tue Oct 08 01:08:04 GMT 2024","Tue Oct 08 01:08:07 GMT 2024","2654","Assert if the checkout feature is working as it should.","","","","","Checkout a single item and check if the pricing matches.",""
"passed","Tue Oct 08 01:08:17 GMT 2024","Tue Oct 08 01:08:18 GMT 2024","1652","Assert if inventory listing is working correctly.","","","","","Assert if ""Remove"" button removes the item from the cart counter when clicked.",""
